A,B,C,D,E,F,G
商品编号,商品名称,二级分类,三级分类,首次入库时间,销量7天band,点击7天band
11763252,建筑工程安全管理（第2版）,大中专教材教辅,高职高专教材,2015/9/11,F,F
11763273,体育与健康：实践教育（第五版）,大中专教材教辅,大学教材,2015/9/11,F,E
11763290,日语完全教程（练习册 第三册）,外语学习,日语,2015/9/11,F,F
11767401,中国古代社会与文化英文教程（第二版）,大中专教材教辅,大学教材,2015/9/15,E,F
11767417,新媒体网页设计与制作,大中专教材教辅,大学教材,2015/9/15,F,F
11771319,电气安装与调试技术,大中专教材教辅,高职高专教材,2015/9/20,F,F
11771335,电子商务概论（第2版）,大中专教材教辅,大学教材,2015/9/20,F,F
11771337,音韵学讲义,大中专教材教辅,大学教材,2015/9/20,F,E
11798356,文化诗学：理论与实践,文化,文化理论,2015/11/14,F,E
11808327,城市政治——正义的供给与权利的捍卫,政治/军事,政治理论,2015/11/25,F,E
11818352,飞禽记,科普读物,生物世界,2015/11/26,E,E
11818397,高处可攀：手把手教你成为顶尖非诉律师,法律,法律实务,2015/11/25,E,E
11826343,商务英语入门,大中专教材教辅,大学教材,2015/12/4,F,E
11846001,可视的艺术史：从教堂到博物馆,艺术,艺术史,2016/1/4,E,D
11876385,刑事诉讼法（第六版）/普通高等教育“十一五”国家级规划教材·面向21世纪课程教材,大中专教材教辅,大学教材,2016/2/25,D,D
11885650,新结构经济学新在何处：第一届新结构经济学冬令营头脑风暴集,经济,经济学理论,2016/3/19,E,E
11889628,标准韩国语 第五版 （套装共3册）韩语基础入门自学教材,外语学习,韩语,- ,F,F
11894907,旅游资源学,大中专教材教辅,大学教材,2016/3/24,E,E
11902939,大学新语,社会科学,教育,2016/4/13,E,E
11907993,宇宙发展史概论,科学与自然,自然科学总论,2016/4/26,E,E
11926651,特种结构,大中专教材教辅,大学教材,2016/6/4,F,F
11932998,日语完全教程 第四册,外语学习,日语,2016/5/13,F,F
11939826,政府绩效评价：概念、方法与结果运用,大中专教材教辅,大学教材,2016/5/24,E,E
11939832,古典文献学基础 博雅大学堂,大中专教材教辅,大学教材,2016/5/23,F,E
11939840,超越帝国,哲学/宗教,哲学理论与流派,2016/5/23,E,E
11948430,西班牙语基础语法与练习,外语学习,西班牙语,2016/6/4,E,E
11967353,税法与纳税筹划,大中专教材教辅,大学教材,2016/9/6,E,E
11967421,分子生物学实验,大中专教材教辅,大学教材,2016/9/5,F,F
11970805,现代数值计算方法（第2版）,大中专教材教辅,大学教材,2016/9/11,F,E
11984227,壮医方剂学,医学,医学文献,- ,F,F
11999495,古尔德手绘鹦鹉高清大图：装裱册页与临摹范本/博物文库·博物画临摹与创作,绘画,名家画集,2016/11/6,F,F
12014239,后戏剧剧场（修订版）,艺术,舞台艺术戏剧,2016/12/1,E,E
12014283,互联网金融,大中专教材教辅,大学教材,2016/12/1,F,F
12015979,中文版Photoshop CS6基础教程,计算机与互联网,图形图像/多媒体,2016/12/1,E,C
12016795,2017年全国会计从业资格考试 轻松过关1 机考题库一本通:会计电算化,考试,会计类考试,2016/12/3,F,F
12023573,人类通史,社会科学,人类学,2016/12/25,E,E
12044435,帝国、蛮族与封建法,历史,世界史,2017/2/27,E,E
12044441,液压与气压传动,大中专教材教辅,大学教材,2017/2/26,F,E
12044480,财税法疏议（第2版）,法律,经济法,2016/10/9,F,E
12050836,刑法(第四版),大中专教材教辅,大学教材,2016/10/17,F,F
12050840,装饰艺术设计（第2版）,艺术,设计,2016/10/17,F,F
12051033,燕园拾尘：北大生命成长手记,文学,散文/随笔/书信,2017/3/16,F,E
12065233,草书经典欣赏与临写系列（精装函套共5册）,书法,书法赏析,2017/5/22,F,F
12075946,裁判文书如何说理：以判决说理促司法公开、公正和公信,法律,法律文书写作,2016/12/1,E,E
12081616,Office 2013办公应用从入门到精通,计算机与互联网,办公软件,2016/12/13,F,E
12110133,脸的历史,艺术,艺术史,2017/6/29,E,D
12113777,东奥会计在线 轻松过关1 2017年税务师职业资格考试应试指导及全真模拟测试：财务与会计,考试,注册税务师,2017/7/2,D,D
12124385,俄罗斯艺术,艺术,艺术理论与评论,2017/7/14,F,E
12129271,版画技法(上)：传统版画、木版画、铜版画技法,绘画,其他绘画,2017/7/17,F,F
12129827,注册会计师全国统一考试辅导用书·轻松过关4 (2017)审计/注册会计师考试考前最后六套题,考试,会计类考试,2017/7/29,E,E
12130796,初级会计职称2017教材辅导 轻松过关4-2017年会计专业技术资格考试考前最后六套题：经济法基础,考试,会计类考试,2017/2/26,E,E
12131690,汽车电子控制技术(第3版),大中专教材教辅,大学教材,2017/2/27,F,E
12165675,雨中春树人家：品味华夏古建筑,建筑,建筑史,2017/8/23,E,E
12178008,经济学原理（第7版）宏观经济学分册：习题解答,经济,经济学理论,2017/4/26,D,C
12178984,东奥会计在线 轻松过关3 2017年注册会计师考试教材辅导 考点荟萃及记忆锦囊：审计,考试,会计类考试,2017/5/5,F,E
12180787,市场营销学,大中专教材教辅,大学教材,2017/9/14,F,F
12193283,国际汉语教师证书 考试仿真预测试卷（第一辑）,考试,教师类考试,2017/9/27,E,E
12203169,高级微观经济学(第二版),大中专教材教辅,研究生教材,2017/10/15,E,E
12203191,新手学Office 2016,计算机与互联网,办公软件,2017/10/16,F,E
12220455,言语声片（影印本）（卷一、卷二）,社会科学,语言文字,2017/11/10,E,E
12220640,石涛诗文集,文学,诗歌词曲,2017/7/14,F,E
12238070,新编读报纸学中文 汉语报刊阅读 准高级 下,外语学习,对外汉语,2017/9/9,F,F
12238171,中级日语语法新解（中级 日本语 文法）,外语学习,日语,2017/12/12,E,E
12240057,第三方物流(第2版),大中专教材教辅,大学教材,2017/11/24,F,E
12240083,法律解释的原理与方法体系,法律,理论法学,2017/11/21,F,E
12241288,货币金融学,大中专教材教辅,大学教材,2017/9/16,F,E
12243750,物权纠纷,法律,经济法,2017/9/23,E,E
12243758,语用性质的语文课程与教学论,大中专教材教辅,大学教材,2017/9/27,E,E
12253194,序曲或一位诗人心灵的成长,文学,诗歌词曲,2017/11/3,E,D
12253245,奥数五年级标准教程+习题精选+能力测试三合一,中小学教辅,奥数/竞赛,2017/12/9,E,E
12262353,叙说的文学史,文学,文学史,2017/12/22,F,E
12267940,大地的窗口,科普读物,生物世界,2017/11/16,E,E
12285213,常见刑事案件辩护要点（第三版）,法律,刑法,2018/1/29,E,D
12296370,老年人学电脑从入门到精通,计算机与互联网,新手学电脑,2018/1/18,F,E
12303030,建筑力学与结构(少学时版)（第二版）,大中专教材教辅,高职高专教材,2018/1/28,F,F
12308638,红楼梦十五讲,文学,文学评论与研究,2018/2/7,E,E
12308682,建筑三维平法结构图集（第二版）,大中专教材教辅,高职高专教材,2018/2/10,E,E
12309163,教育心理学概论,大中专教材教辅,大学教材,2018/3/11,F,F
12311901,材料科学基础,大中专教材教辅,大学教材,2018/3/18,E,E
12318908,案例学 网页设计与网站建设,计算机与互联网,网页制作/Web技术,2018/3/11,E,E
12321300,影视美学(修订版),艺术,影视,2018/3/18,E,E
12324000,用数字说话 民意调查如何塑造美国政治,政治/军事,各国政治,2018/3/18,E,E
10076211,世界文学简史（修订版）/普通高等教育“十一五”国家级规划教材·21世纪外国文学系列,大中专教材教辅,大学教材,2010/10/31,E,E
10076251,历史学是什么,历史,史学理论,2010/10/25,F,E
10076337,简明西方文论史,文学,文学史,2010/10/31,F,E
10076361,21世纪社会学系列教材：社会学教程（第2版）,大中专教材教辅,大学教材,- ,F,F
10076524,轻松学韩语：初级2（附MP3光盘1张）,外语学习,韩语,2010/10/25,F,E
10076534,轻松学韩语（高级1）（附光盘）,外语学习,韩语,2011/6/26,F,E
10076635,全国高等教育自学考试指定教材·中国法制史：法律专业本科（2008年版）（附自考大纲）,大中专教材教辅,大学教材,- ,F,F
10076709,成为优秀父母的十大法则,育儿/家教,家教方法,2010/10/30,E,E
10076727,基督教文化与西方文学传统,文学,文学理论,2010/10/30,F,E
10076778,科学素养文库·科学元典丛书：怀疑的化学家,科普读物,数理化,2010/10/31,F,E
10076859,公司财务/北京大学光华管理学院教材,大中专教材教辅,大学教材,2010/10/31,F,E
10077032,21世纪餐饮企业职业经理人和旅游院校餐饮专业系列教材：餐饮企业总经理管理,大中专教材教辅,职业培训教材,2010/10/30,F,F
10077039,翳然林水：棲心中国园林之境,建筑,园林景观,- ,F,F
10077058,国家间政治（权力斗争与和平）（第7版）,政治/军事,世界政治,2010/10/26,E,D
10077096,大小舞台之间：曹禺戏剧新论,文学,文学评论与研究,2010/10/31,F,F
10077103,鲁迅六讲（增订本）,文学,文学理论,2010/10/31,F,F
10077158,不死的纯文学,文学,文学评论与研究,- ,F,F
10077225,社会心理学（第2版）/北京高等教育精品教材,大中专教材教辅,大学教材,2010/10/24,F,E
10077231,中华经典诗文诵读读本：壮岁篇,中小学教辅,中小学课外读物,2010/10/31,E,E
10077293,麦当劳餐饮方法,管理,管理学,- ,F,F
10077529,信息媒体及其采集,大中专教材教辅,大学教材,2010/10/31,F,E
10077712,坦呈自我,心理学,大众心理学,2010/10/31,E,E
10077718,清末民初的晚明想象,历史,中国史,2010/10/30,E,E
10077764,经济学原理（第5版）：微观经济学分册,经济,经济学理论,2010/10/24,F,E
10077843,财务分析教程/普通高等教育“十一五”国家级规划教材,大中专教材教辅,大学教材,2010/10/31,F,F
10077849,建筑工程制图与识图/21世纪全国高职高专土建系列技能型规划教材,大中专教材教辅,高职高专教材,2010/10/31,F,F
10077887,信徒与公民：泰国曲乡的政治民族志,历史,民族史,2010/10/23,E,E
10077905,意象（第3期）,哲学/宗教,美学,2010/10/24,F,E
10077929,田沁鑫的戏剧场,艺术,舞台艺术戏剧,2010/10/31,E,E
10077959,软件工程（第3版）/高等院校计算机专业及专业基础课系列教材·普通高等教育“十一五”国家级规划教材,大中专教材教辅,大学教材,2010/10/31,F,F
10077978,北大版韩国语能力考试必备系列丛书：韩语常用句型大全,外语学习,韩语,2010/10/31,F,E
10077989,民事执行法学（第2版）/21世纪法学系列教材·程序法系列,大中专教材教辅,大学教材,2010/10/31,F,F
10078012,重新想象的自由贸易：劳动的世界分工与经济学方法,经济,世界经济,2010/10/24,F,E
10078123,商品学/21世纪全国高等院校市场营销类规划教材,大中专教材教辅,大学教材,2010/10/31,F,E
10078255,我的中文小故事37：演出（注音版）（附CD-ROM光盘1张）,童书,学前教育,2010/10/25,F,F
10078258,我的中文小故事28：容易受伤的男人（注音版）（附CD-ROM光盘1张）,童书,学前教育,2010/10/25,F,F
10078300,汉语言文学特色专业系列教材：文化经纪人概论,大中专教材教辅,大学教材,2010/10/31,F,F
10152374,北京大学教材：定量化学分析简明教程（第2版）,大中专教材教辅,大学教材,- ,F,E
10152484,中国文化史纲要,文化,文化理论,2010/10/24,E,E
10152577,北京大学国际关系学院系列教材：当代中东,大中专教材教辅,大学教材,- ,F,F
10152668,教育部人才培养模式改革和开放教育试点教材：〈明清小说〉导读,大中专教材教辅,大学教材,2010/10/29,F,F
10152731,如何与下属沟通,管理,领导学,- ,F,F
10152863,换个方向就是第一：著名企业家在北大的演讲1,管理,创业/商业史传,2010/12/2,F,F
10152919,2010年会计专业技术资格考试应试指导及全真模拟测试：经济法基础（附光盘+赠品）,考试,会计类考试,- ,F,F
10152957,职业经理人十万个怎么办：如何提升员工忠诚度,管理,人力资源管理,2010/10/30,E,E
10152973,全球通史（下）（第7版）,历史,世界史,- ,F,E
10153041,项目总监,大中专教材教辅,大学教材,2010/10/24,F,F
10153289,概率论与数理统计/21世纪全国应用型本科计算机系列实用规划教材,大中专教材教辅,大学教材,2010/10/29,F,F
10153298,GCT（硕士专业学位）联考模拟试卷（全1册）（2008年版）,考试,GCT（工程硕士）联考,- ,F,F
10153356,天堂简史：天堂概念与西方文化之探究,文化,文化研究,2010/10/23,E,E
10153708,中国文学：古代与现代,文学,文学理论,2010/10/26,F,E
10153815,中国当代文学理论（1978-2008）,文学,文学理论,2010/10/24,F,E
10153939,〈共产党宣言〉与中国特色社会主义,政治/军事,中国政治,2010/10/30,E,E
10153961,与中国一起成长：宝洁公司在华20年,管理,管理学,2010/10/31,F,E
10154022,全国高等院校工业设计专业系列规划教材：产品设计表现技法,大中专教材教辅,大学教材,2010/10/31,F,F
10154055,诗学霸才：钱仲联,传记,学者,2010/10/25,F,F
10154062,罗马法、当代法与欧洲法：现今的民法传统,法律,理论法学,2010/10/29,E,F
10154145,模具装配与调试/21世纪全国高职高专机电类规划教材,大中专教材教辅,高职高专教材,2010/10/31,F,F
10154172,21世纪全国高职高专秘书类规划教材：商务秘书英语,大中专教材教辅,高职高专教材,2010/10/29,F,F
10255967,环境法导论（第2版）,法律,经济法,2010/10/31,F,F
10255975,SQL Server 2005 应用教程,大中专教材教辅,高职高专教材,2010/10/26,F,F
10268876,对话的逻辑：篇章解读的动态语义理论,社会科学,语言文字,2010/11/17,F,E
10268903,商业美工师手绘POP案例教程,艺术,设计,2010/11/17,F,F
10268934,手绘POP：价格字体设计,艺术,设计,2010/11/17,F,F
10268973,刘勰及其《文心雕龙》研究,文学,文学理论,2010/12/4,F,E
10269151,Maya贵族：Polygon的艺术,大中专教材教辅,高职高专教材,2010/11/18,F,F
10269199,高校体育理论教程,大中专教材教辅,大学教材,2010/11/16,F,E
10269226,单片机原理及应用教程,大中专教材教辅,大学教材,2010/11/18,F,F
10269232,金属材料成形工艺及控制,大中专教材教辅,大学教材,2010/11/18,F,E
10269243,高等院校法学本科应用型教材：民事诉讼法,大中专教材教辅,大学教材,2011/6/26,F,F
10269374,书籍装帧设计,大中专教材教辅,大学教材,2010/11/17,F,E
10269416,微机原理及接口技术,大中专教材教辅,大学教材,2010/11/16,F,F
10269437,语言学基础教程,大中专教材教辅,大学教材,2010/11/18,F,E
10269467,刑事诉讼法学（第3版）,大中专教材教辅,大学教材,2010/11/17,F,F
10269530,秘书日常事务管理,大中专教材教辅,高职高专教材,2010/11/16,F,F
10269550,实用线性代数与概率统计/21世纪全国高等院校实用规划教材,大中专教材教辅,大学教材,2010/12/27,F,F
10271939,北大版商务汉语教材·新丝路商务汉语速成系列：高级速成商务汉语1（附MP3光盘1张）,大中专教材教辅,大学教材,2010/11/6,E,F
10272007,全国高职高专汽车专业规划教材：汽车电器构造原理与维修,大中专教材教辅,高职高专教材,2010/11/7,F,E
10272043,工程财务管理/21世纪全国本科院校土木建筑类创新型应用人才培养规划教材,大中专教材教辅,大学教材,2010/11/2,F,F
10272123,经济学基础/21世纪全国高职高专财经管理类规划教材,大中专教材教辅,大学教材,2010/11/2,F,F
10272207,结构抗震设计/21世纪全国高等院校汽车类创新型应用人才培养规划教材,大中专教材教辅,大学教材,2010/11/2,F,E
10272236,大学基础英语教程3教师用书（附CD光盘1张）,大中专教材教辅,大学教材,2010/11/2,F,F
10272262,国家级精品课程教材·文史哲通修系列教材：现代西方哲学概论·从叔本华到罗蒂,大中专教材教辅,大学教材,2010/11/2,E,F
10272299,普通高等教育十一五国家级规划教材：大学英语基础教程4学生用书（附光盘）,大中专教材教辅,大学教材,2010/11/2,F,F
10272394,全国高职高专公共英语教材：新世纪交际英语教程2学生用书（修订版）（附光盘1张）,大中专教材教辅,高职高专教材,2010/11/2,F,F
10337880,新闻编辑学新编,大中专教材教辅,大学教材,2010/11/12,F,E
10337882,地基与基础,大中专教材教辅,高职高专教材,2010/11/11,F,F
10337892,高名凯文选,社会科学,语言文字,2010/11/11,F,E
10337893,周祖谟文选,社会科学,语言文字,2010/11/11,F,F
10365088,《野草》研究,文学,文学评论与研究,2010/11/30,F,F
10368733,物流运输管理,大中专教材教辅,大学教材,2010/12/7,F,E
10368765,一身都是月,文学,散文/随笔/书信,2010/12/6,F,F
10374049,工程造价管理,大中专教材教辅,大学教材,2011/1/24,F,E
10374068,转型期社会福利的内卷化及其制度意义：城市下岗失业贫困妇女求助和受助经验的叙述分析,经济,中国经济,2011/1/24,F,F
10374073,论外国法的查明：中国法视角下的比较法研究,法律,外国法律与港澳台法律,2011/1/24,F,F
10384246,中国商务营销概论,大中专教材教辅,大学教材,2011/1/19,F,F
10394548,装饰艺术设计,大中专教材教辅,大学教材,2011/1/27,F,F
10402568,量子力学原理（第2版）,大中专教材教辅,大学教材,2011/2/12,F,E
10426217,普通高等教育“十一五”国家级规划教材：综合日语（第3册·教师用书）,大中专教材教辅,大学教材,2011/3/27,E,E
10431234,服装人物素描/21世纪全国高等院校艺术设计系列实用规划教材,大中专教材教辅,大学教材,2011/3/27,F,E
10434153,电子商务模拟与实验/21世纪全国应用型本科电子商务与信息管理系列实用规划教材,大中专教材教辅,大学教材,2011/3/27,F,F
10439832,美国改革的故事,历史,世界史,2011/3/27,F,E
10441082,数控加工工艺与编程/21世纪全国高职高专机电类规划教材,大中专教材教辅,高职高专教材,2011/3/27,F,F
10441141,21世纪高职高专商务英语系列教材：商务英语听说（上）（附光盘）,大中专教材教辅,高职高专教材,2011/3/27,F,F
10449698,数控加工技术/21世纪全国应用型本科大机械系列实用规划教材,大中专教材教辅,大学教材,2011/7/31,F,F
10450542,北大法律评论：第8卷第2辑2007,法律,法学文集,2011/3/28,F,F
10450895,捍卫信息社会中的财产：信息财产法原理,法律,民法,2011/3/27,F,F
10452811,21世纪高职高专商务英语系列教材：商务英语听说（下）（附光盘）,大中专教材教辅,高职高专教材,2011/3/29,F,F
10455105,数据库原理及应用（SQL Server 版）/21世纪全国高职高专计算机系列实用规划教材,大中专教材教辅,高职高专教材,2011/3/27,F,F
10456625,汉语教学学刊（第2辑）,外语学习,对外汉语,2011/3/28,F,F
10457577,全球与地方：比较视野下的美学与艺术,哲学/宗教,美学,2011/3/28,F,F
10457608,保送北大：北大保送生畅谈中学学习与成长,中小学教辅,学习方法/报考指南,2011/3/29,F,F
10458878,品牌赢销中国,管理,市场营销,2011/3/29,F,E
10460584,知识产权法研究（第5卷）,法律,民法,2011/3/28,F,F
10461220,普通高校中文学科基础教材：现代文学基础,大中专教材教辅,大学教材,2011/3/28,F,F
10461223,历史动向：闻一多随笔,文学,散文/随笔/书信,2011/3/26,F,F
10461622,厄普代克与当代美国社会：厄普代克十部小说研究,文学,文学评论与研究,2011/3/27,F,F
10461658,CorelDRAW X4实用教程与实训/21世纪全国高职高专计算机系列实用规划教材,大中专教材教辅,高职高专教材,2011/3/26,F,F
10465308,厦门大学管理学院系列教材：经济法（中国版）,大中专教材教辅,大学教材,2011/3/27,F,F
10467321,全球化背景下的国际法问题研究,法律,国际法,2011/3/28,F,F
10468754,经济学论丛—中国货币政策与经济增长的实证研究,金融与投资,货币银行学,2011/3/29,F,F
10468875,体育英语专业系列教材：英语听说教程（第2册）（附光盘1张）,大中专教材教辅,大学教材,2011/3/27,F,F
10473900,重组话语频道：电视与当代批评理论（第2版）（影印版）,社会科学,新闻出版/档案管理,2011/3/28,E,E
10475175,金融犯罪刑法理论与实践,法律,刑事侦查学（犯罪对策学、犯罪侦查学）,2011/3/27,F,E
10479736,双双中文教材（1）：中文课本（第1册）（附练习册+CD-ROM光盘）（繁体版）,大中专教材教辅,大学教材,2011/3/29,F,F
10557999,汉语教学学刊（第3辑）,外语学习,对外汉语,2011/4/24,F,F
10558032,经济法,大中专教材教辅,大学教材,2011/4/30,F,F
10592066,医学伦理学十五讲,大中专教材教辅,大学教材,- ,F,F
10592082,新世纪英语专业听力教程2,外语学习,大学英语,2011/5/30,F,F
10592106,中国MBA教学案例教程丛书：财务管理案例教程,大中专教材教辅,研究生教材,2011/5/30,F,F
10592208,国家地理阅读与写作训练 超级古鳄（中文版）,中小学教辅,中小学课外读物,2011/5/30,E,F
10592258,数据结构（C语言版）/21世纪全国高职高专计算机系列实用规划教材,大中专教材教辅,高职高专教材,2011/6/24,F,E
10592266,新编统计学/21世经全国高职高专财务会计类规划教材,大中专教材教辅,高职高专教材,2011/6/24,F,F
10592565,医疗质量评估与监测,大中专教材教辅,大学教材,2013/9/11,F,E
10592752,有机化学（第2版）,大中专教材教辅,大学教材,2011/4/18,F,F
10592761,中古文学史论（重排本）,文学,文学理论,2011/4/18,E,E
10592774,中国古代文学学习指导（上）（修订本）,文学,文学理论,2011/4/18,F,F
10592801,国际货币金融法学,法律,国际法,- ,F,F
10592857,对外汉语教材系列：中国剪影（中级汉语教程）,大中专教材教辅,大学教材,2011/4/18,F,F
10592888,中国学生走地球,旅游/地图,旅游随笔,2011/4/19,F,F
10592898,张滂文集,科学与自然,自然科学丛书、文集、连续性出版物,2011/4/19,F,F
10592922,现代公司理论（第2版）,管理,企业管理与培训,2011/4/18,E,F
10592983,大学专业英语系列教程：计算机专业英语教程,外语学习,大学英语,2011/4/16,F,F
10593000,新世纪大学英语世界知识阅读,外语学习,大学英语,2011/4/16,F,F
10593036,电影视听英语教程,外语学习,英语专项训练,2011/4/18,F,F
10593059,思想的踪迹：一个批评者的跨文化观察,文化,文化理论,- ,F,F
10593065,会计学精选教材·英文影印版：国际会计学（第4版）,大中专教材教辅,大学教材,2011/4/18,F,E
10593362,大学英语教程 （4） 教师用书,外语学习,大学英语,2011/4/19,F,F
10593373,必胜英语-大学英语实用听说教程（4）教师用书,外语学习,大学英语,2011/4/19,F,F
10593410,初中健康教育（第2册）,中小学教辅,初中通用,2011/4/18,F,F
10593444,世界传播学经典教材·媒介传播伦理：案例与争论（第4版）（英文影印版）,大中专教材教辅,大学教材,2011/4/19,E,E
10593452,信息技术与企业伦理,哲学/宗教,伦理学,2011/4/19,F,F
10593640,北大版新一代对外汉语教材·HSK应试辅导系列：HSK应试语法,考试,汉语/小语种考试,2011/4/18,F,E
10593749,北大版新一代对外汉语教材·商务汉语教程系列·汉语商务通：中级阅读教程,大中专教材教辅,大学教材,2011/4/18,F,E
10593781,轻松学韩语（中级2）（含MP3光盘1张）,外语学习,韩语,2011/4/18,F,F
10593830,反垄断与竞争政策：经济理论、国际经验及对中国的启示,经济,经济学理论,2011/4/18,F,F
10593840,比较担保法,法律,民法,2011/4/19,F,E
10593869,民国时期契约制度研究,法律,法律史,2011/4/16,F,F
10593951,21世纪大学英语专业教材：新编英语专业口语教程2,大中专教材教辅,大学教材,2011/4/19,E,F
10594033,清代“五服”文献概论,文化,民俗文化,2011/4/18,E,E
10594038,新兴国家的政治发展：第三世界还存在吗？,政治/军事,政治理论,2011/4/19,F,F
10594134,2010年全国硕士研究生入学考试辅导教程：数学分册（第5版）（经济类）,考试,考研数学,2011/4/18,F,F
10594151,硬件编程接口与系统软件实现,计算机与互联网,计算机理论、基础知识,2011/4/18,F,F
10594182,21世纪大学俄语系列教材：俄语阅读教程4,外语学习,俄语,2011/4/19,F,F
10594205,竞争力,管理,管理学,2011/4/18,F,F
10594308,北大版新一代对外汉语教材图文汉语教程系列·汉语新视野：标语标牌阅读2,大中专教材教辅,大学教材,2011/4/18,F,E
10594327,哲学门（第6卷·2005第1期）（总第11辑）,哲学/宗教,哲学理论与流派,2011/4/19,F,F
10594331,汉语文字学,社会科学,语言文字,2011/4/19,F,F
10594369,大学语文教程/面向21世纪全国高职高专规划教材,大中专教材教辅,大学教材,2011/4/18,F,F
10594401,高职高专商科系列教材：实用财政与金融教程,大中专教材教辅,高职高专教材,2011/4/18,F,F
10594431,文理基础学科的人才培养,大中专教材教辅,大学教材,2011/4/18,F,F
10594447,网络互联及路由器技术教程与实训（第2版）/21世纪全国高职高专计算机系列实用规划教材,大中专教材教辅,高职高专教材,2011/4/18,F,F
10594497,消费：拉动经济增长的引擎,经济,中国经济,2011/4/19,F,F
10594538,世界名著英文简本读物系列（第1辑）：雾都孤儿（注释本）,童书,儿童文学,2011/4/18,F,F
10594593,国家税收/21世纪全国高职高专财经管理类规划教材,大中专教材教辅,高职高专教材,2011/4/18,F,F
10594650,中国银行业创新与发展的法律思考,法律,经济法,2011/4/18,F,F
10594971,电工电子基本技能实训/21世纪全国高职高专电子电工类规划教材,大中专教材教辅,高职高专教材,2011/4/18,F,F
10595022,伦理学导论,哲学/宗教,伦理学,2011/4/18,F,E
10595180,模拟电子技术/21世纪全国高职高专电子信息系列实用规划教材,大中专教材教辅,高职高专教材,2011/4/18,F,F
10595211,电子商务案例教程/21世纪全国高职高专电子商务系列实用规划教材,大中专教材教辅,高职高专教材,2011/4/18,F,F
10595243,全球价值链下北京产业升级研究,经济,中国经济,2011/4/18,F,E
10595254,软件工程案例教程/21世纪全国高校应用人才培养信息技术类规划教材,大中专教材教辅,大学教材,2011/4/18,F,F
10595267,和平箴言：21世纪的秩序与混乱,政治/军事,世界政治,2011/4/18,F,F
10595330,环境考古研究（第4辑）,科学与自然,环境科学,2011/4/18,F,F
10595489,书法艺术论集,书法,书法理论,2011/4/18,F,E
10595509,美国航运管理法律法规汇编,法律,外国法律与港澳台法律,2011/4/18,F,F
10595536,汽车维修技术与设备/21世纪全国高等院校大机械系列实用规划教材·汽车系列,大中专教材教辅,大学教材,2011/4/19,F,F
10613932,生命化学基础,大中专教材教辅,大学教材,2011/4/27,F,F
10613959,分化与突破：14-16世纪英国农民经济,经济,世界经济,2011/4/27,F,E
10613961,英语综合教程（修订版）（第1册）（学生用书）,大中专教材教辅,大学教材,2011/4/27,F,F
10622696,2012年高考全程复习单元卷配套用书·高考全程复习课时练：英语（北师大版）,中小学教辅,高考,2011/5/3,F,F
10639324,周辅成文集（1、2）,哲学/宗教,伦理学,2011/5/16,E,E
10644868,词汇语义的动态模式,社会科学,语言文字,2011/5/21,E,F
10691477,西方经济学实用教程,大中专教材教辅,大学教材,2011/6/26,F,F
10707039,走进中国：初级汉语,外语学习,对外汉语,2011/7/21,F,F
10707084,西游记（套装上下卷）,小说,四大名著,2011/7/21,F,E
10794980,溯源与比较：当代海峡两岸的小城小说,文学,文学理论,2011/7/31,F,F
10802526,波希米亚香港,文化,地域文化,2011/8/14,F,E
10802555,俄语4：教师用书（全新版）,外语学习,俄语,2011/8/14,F,F
10813236,桂壮红皮书·5年高考试题汇编与全析（2007-2011）：数学（理）（2012年高考必备）,中小学教辅,高考,2011/9/17,F,F
10813898,大学英语视听说教程1（学生用书）（附光盘）,外语学习,大学英语,2011/9/17,F,F
10826711,童年,文化,文化理论,2011/9/19,F,E
10826717,PCB板的设计与制作,大中专教材教辅,大学教材,2011/9/19,E,E
10831727,犯罪学（第3版）/普通高等教育“十一五”国家级规划教材·21世纪法学系列教材（刑事法系列）,大中专教材教辅,大学教材,2011/9/24,F,F
10831742,国际结算（第2版）,大中专教材教辅,大学教材,2011/9/23,F,F
10831759,应用韩国语基础教程（上册）,外语学习,韩语,2011/9/23,F,F
10831779,应用统计学（第2版）,大中专教材教辅,大学教材,2011/9/25,F,F
10831782,路基路面工程,大中专教材教辅,高职高专教材,2011/9/23,F,F
10831829,应用概率统计研究实例选讲,大中专教材教辅,大学教材,2011/9/24,F,E
10833657,中国知识产权蓝皮书（2009-2010）,法律,民法,2011/9/25,F,F
10841443,汉字速录,大中专教材教辅,高职高专教材,2011/10/2,F,F
10845018,国际关系学入门,大中专教材教辅,大学教材,2011/10/13,E,E
10865177,全国本科院校机械类创新型应用人才培养规划教材：数控加工技术及实训,大中专教材教辅,大学教材,2011/11/10,F,F
10871177,北大版短期培训汉语教材·走进中国：中级汉语口语（附MP3光盘1张）,大中专教材教辅,大学教材,2011/11/19,F,F
10893233,速成汉语基础教程·听力课本2（套装两册）（附光盘）,大中专教材教辅,大学教材,2011/12/22,F,F
10893274,元照法学文库：物上请求权的功能与理论基础,政治/军事,政治理论,2011/12/22,E,E
10907596,广告设计与造型/21世纪全国高等院校艺术设计系列实用规划教材·艺术与设计类规划教材,大中专教材教辅,大学教材,2012/1/13,F,F
10921292,中文故事绘·丽丽的幻想世界：抓着气球上月亮（附CD-ROM光盘1张）,童书,儿童文学,2012/2/15,F,F
10921304,汽车电器实训/21世纪全国高职高专汽车系列技能型规划教材,大中专教材教辅,高职高专教材,2012/2/15,F,F
